TABLE 13/////
CONNECTICUT TEEN BIRTH RATES BY TOWN, 2011-2015/////
Statistical Comparison of Town-State Teen Birth Rates (Ages 15-19)/////
/////
/////
GEOGRAPHIC AREA/"BIRTHS TO MOTHERS
15-19 YEARSa"/"FEMALE POP.
15-19 YEARSb"/"BIRTH RATE 
PER 1,000 POPULATIONc"/SINGLE TOWN-STATE COMPARISONd/ MULTIPLE TOWN-STATE COMPARISONe
Connecticut/ 8,177 / 618,204 /13.2//
Andover/ 1 / 610 /1.6/f/f
Ansonia/ 51 / 3,255 /15.7/n.s./n.s.
Ashford/ 7 / 700 /10.0/f/f
Avon/ 2 / 3,035 /0.7/Lower/Lower
Barkhamsted/ - / 720 /0.0/f/f
Beacon Falls/ 8 / 935 /8.6/f/f
Berlin/ 14 / 2,915 /4.8/Lower/Lower
Bethany/ - / 940 /0.0/f/f
Bethel/ 11 / 3,115 /3.5/Lower/Lower
Bethlehem/ 2 / 725 /2.8/f/f
Bloomfield/ 39 / 2,955 /13.2/n.s./n.s.
Bolton/ 4 / 765 /5.2/f/f
Bozrah/ 3 / 425 /7.1/f/f
Branford/ 21 / 3,675 /5.7/Lower/Lower
Bridgeport/ 876 / 27,615 /31.7/Higher/Higher
Bridgewater/ - / 185 /0.0/f/f
Bristol/ 124 / 8,340 /14.9/n.s./n.s.
Brookfield/ 7 / 2,895 /2.4/Lower/Lower
Brooklyn/ 17 / 1,325 /12.8/n.s./n.s.
Burlington/ 3 / 1,485 /2.0/Lower/Lower
Canaan/ - / 145 /0.0/f/f
Canterbury/ 7 / 875 /8.0/f/f
Canton/ 2 / 1,430 /1.4/Lower/Lower
Chaplin/ 2 / 325 /6.2/f/f
Cheshire/ 10 / 4,305 /2.3/Lower/Lower
Chester/ 3 / 525 /5.7/f/f
Clinton/ 13 / 1,905 /6.8/n.s./n.s.
Colchester/ 9 / 2,830 /3.2/Lower/Lower
Colebrook/ 2 / 215 /9.3/f/f
Columbia/ 3 / 1,035 /2.9/f/f
Cornwall/ - / 210 /0.0/f/f
Coventry/ 12 / 1,860 /6.5/n.s./n.s.
Cromwell/ 7 / 1,980 /3.5/Lower/Lower
Danbury/ 216 / 12,760 /16.9/Higher/Higher
Darien/ 1 / 3,775 /0.3/Lower/Lower
Deep River/ 5 / 595 /8.4/f/f
Derby/ 31 / 1,830 /16.9/n.s./n.s.
Durham/ 3 / 1,365 /2.2/Lower/Lower
Eastford/ 2 / 230 /8.7/f/f
East Granby/ 4 / 690 /5.8/f/f
East Haddam/ 5 / 1,395 /3.6/Lower/n.s.
East Hampton/ 6 / 1,965 /3.1/Lower/Lower
East Hartford/ 232 / 8,145 /28.5/Higher/Higher
East Haven/ 54 / 4,075 /13.3/n.s./n.s.
East Lyme/ 9 / 2,785 /3.2/Lower/Lower
Easton/ - / 1,440 /0.0/Lower/Lower
East Windsor/ 19 / 1,530 /12.4/n.s./n.s.
Ellington/ 7 / 2,300 /3.0/Lower/Lower
Enfield/ 68 / 6,265 /10.9/n.s./n.s.
Essex/ 3 / 750 /4.0/f/f
Fairfield/ 18 / 13,420 /1.3/Lower/Lower
Farmington/ 11 / 3,755 /2.9/Lower/Lower
Franklin/ 1 / 305 /3.3/f/f
Glastonbury/ 6 / 5,565 /1.1/Lower/Lower
Goshen/ 1 / 410 /2.4/f/f
Granby/ 3 / 1,890 /1.6/Lower/Lower
Greenwich/ 22 / 9,340 /2.4/Lower/Lower
Griswold/ 30 / 2,120 /14.2/n.s./n.s.
Groton/ 104 / 5,065 /20.5/Higher/Higher
Guilford/ 6 / 3,420 /1.8/Lower/Lower
Haddam/ 4 / 1,175 /3.4/Lower/n.s.
Hamden/ 94 / 14,795 /6.4/Lower/Lower
Hampton/ - / 255 /0.0/f/f
Hartford/ 1,019 / 29,175 /34.9/Higher/Higher
Hartland/ 1 / 325 /3.1/f/f
Harwinton/ 1 / 875 /1.1/f/f
Hebron/ 4 / 1,605 /2.5/Lower/Lower
Kent/ 3 / 425 /7.1/f/f
Killingly/ 54 / 2,650 /20.4/Higher/n.s.
Killingworth/ - / 1,055 /0.0/f/f
Lebanon/ 10 / 1,225 /8.2/n.s./n.s.
Ledyard/ 13 / 2,480 /5.2/Lower/n.s.
Lisbon/ 8 / 805 /9.9/f/f
Litchfield/ 5 / 1,445 /3.5/Lower/n.s.
Lyme/ 1 / 265 /3.8/f/f
Madison/ 3 / 3,450 /0.9/Lower/Lower
Manchester/ 131 / 8,155 /16.1/n.s./n.s.
Mansfield/ 13 / 15,560 /0.8/Lower/Lower
Marlborough/ 2 / 850 /2.4/f/f
Meriden/ 308 / 10,025 /30.7/Higher/Higher
Middlebury/ 3 / 1,185 /2.5/Lower/n.s.
Middlefield/ 3 / 600 /5.0/f/f
Middletown/ 104 / 8,375 /12.4/n.s./n.s.
Milford/ 41 / 7,040 /5.8/Lower/Lower
Monroe/ 5 / 3,495 /1.4/Lower/Lower
Montville/ 34 / 2,790 /12.2/n.s./n.s.
Morris/ 2 / 380 /5.3/f/f
Naugatuck/ 66 / 5,140 /12.8/n.s./n.s.
New Britain/ 494 / 14,660 /33.7/Higher/Higher
New Canaan/ 1 / 3,885 /0.3/Lower/Lower
New Fairfield/ 2 / 2,645 /0.8/Lower/Lower
New Hartford/ 5 / 1,135 /4.4/Lower/n.s.
New Haven/ 755 / 29,235 /25.8/Higher/Higher
Newington/ 25 / 4,085 /6.1/Lower/Lower
New London/ 133 / 7,045 /18.9/Higher/Higher
New Milford/ 33 / 4,460 /7.4/Lower/n.s.
Newtown/ 19 / 4,785 /4.0/Lower/Lower
Norfolk/ 1 / 235 /4.3/f/f
North Branford/ 5 / 2,165 /2.3/Lower/Lower
North Canaan/ 5 / 470 /10.6/f/f
North Haven/ 16 / 3,475 /4.6/Lower/Lower
North Stonington/ 4 / 655 /6.1/f/f
Norwalk/ 187 / 11,090 /16.9/Higher/n.s.
Norwich/ 199 / 6,585 /30.2/Higher/Higher
Old Lyme/ 1 / 1,230 /0.8/Lower/Lower
Old Saybrook/ 6 / 1,445 /4.2/Lower/n.s.
Orange/ 4 / 2,210 /1.8/Lower/Lower
Oxford/ 8 / 1,780 /4.5/Lower/n.s.
Plainfield/ 43 / 2,695 /16.0/n.s./n.s.
Plainville/ 16 / 2,635 /6.1/Lower/n.s.
Plymouth/ 14 / 2,040 /6.9/n.s./n.s.
Pomfret/ 5 / 775 /6.5/f/f
Portland/ 10 / 1,330 /7.5/n.s./n.s.
Preston/ 4 / 780 /5.1/f/f
Prospect/ 5 / 1,530 /3.3/Lower/n.s.
Putnam/ 39 / 1,385 /28.2/Higher/Higher
Redding/ 4 / 1,440 /2.8/Lower/n.s.
Ridgefield/ 4 / 4,525 /0.9/Lower/Lower
Rocky Hill/ 10 / 2,325 /4.3/Lower/Lower
Roxbury/ 1 / 300 /3.3/f/f
Salem/ 5 / 725 /6.9/f/f
Salisbury/ 2 / 460 /4.3/f/f
Scotland/ 3 / 225 /13.3/f/f
Seymour/ 16 / 2,695 /5.9/Lower/n.s.
Sharon/ 1 / 380 /2.6/f/f
Shelton/ 45 / 5,585 /8.1/Lower/n.s.
Sherman/ 1 / 630 /1.6/f/f
Simsbury/ 5 / 4,330 /1.2/Lower/Lower
